temp_Standard Unit,Super Unit,temp_Secondary Category,Display Category,temp_Display Category ErpId,temp_Primary Category ErpId,temp_Secondary Category ErpId,temp_Product Division ErpId,Product,Variant,PTR,PTR Delta,PTD,Display MRP,MRP,Unit,Alternate Category,Description,Standard Unit Conversion Factor,Super Unit Conversion Factor,Product Erp Id,Schemes,Display Order,Is Promoted,Is Markdown Margin logic,Packaging Type,Minimum Batch Quantity,Pack Size,Color Name,RGB Values,ImageId,Product Weight in gm,Channel,Expiry (Days),GST Category,CESS Category,Short Name,HSN Code,Shelf Life In Days,Net Weight,Gross Weight,PTRMT,PTD Super,PTD Sub,Product_AttributeText1,Product_AttributeText2,Product_AttributeBoolean1,Product_AttributeBoolean2,Product_AttributeNumber1,Product_AttributeNumber2,Product_AttributeDate1,Product_AttributeDate2,GUID,HASHKEY,IsSaleable,AdditionalUnit,AdditionalUnitConversionFactor,Barcode,Product_Property_1,Product_Property_2,Product_Property_3
CAR,KG,MRP 10,Boondi Plain MRP 10,BDA4A200180A10207,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi-Plain MRP 10|40GM*10.08KG,,7.5,,7,10,10,PAC,Besan Namkeen,Boondi Plain 40 Gm*10.080,252,25,FD018000401008000D,,298,FALSE,FALSE,,1,A1,,,,0,,,12,,F0589001054R,21069099,,,40,,6.84,7,Boondi,Boondi Plain,,,,,,,4b91aa7f-867c-4bd1-9bf7-1131a3ad84f9,98016D1DF28EC8641FAC525B76D5872E,TRUE,LADDI,12,,NOIDA,Domestic,207
CAR,KG,MRP 10,Boondi Plain MRP 10,BDA4A200180A10207,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Plain MRP 10|40 GM*10 KG,,7.4999,,7,10,10,PAC,Besan Namkeen,BOONDI PLAIN 40 Gm*10.00,250,25,FD018000401000000D,,283,FALSE,FALSE,,1,A1,,,,0,,,12,,F0589001051R,21069099,,,40,,,7,Boondi,Boondi Plain,,,,,,,d1365348-e266-40fa-aad3-1f81005e7d13,9C7B80924E9B805418950B3161A3605B,TRUE,LADDI,10,,NOIDA,Domestic,207
CAR,KG,MRP 10,Boondi Plain MRP 10,BDA4A200180A10207,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Plain MRP 10|42 GM*10.584 KG,,7.4999,,7,10,10,PAC,Besan Namkeen,BOONDI PLAIN 42 Gm*10.5840,252,23.81,FD018000421058400D,,286,FALSE,FALSE,,1,A1,,,,0,,,12,,F0589001052R,21069099,,,42,,,7,Boondi,Boondi Plain,,,,,,,acf83a98-cd88-440a-9aed-dac5c46579ae,52F91A4AFC7EEDD0CDE940FADDB9C9C3,TRUE,LADDI,12,,NOIDA,Domestic,207
CAR,KG,MRP 10,Snaclite Soya Katori MRP 10,BIC6C492208A13853,Western Snacks_Out of Home,MRP 10_Western Snacks_Out of Home,B,Snaclite Soya Katori 45 GM*4.32 KG,,7.322,,6.84,10,10,PAC,Extruded,SOYA KATORI 45 Gm*4.32KG,96,22.222,FI220800450432000D,,2695,FALSE,FALSE,,1,A1,,,,0,,,12,,F45490045,21069099,,,45,0,0,0,Snac Lite,Snac Lite Soya Katori,,,,,,,8309ca53-0e8c-4ec4-bc6c-fc5896fd60e1,651C6B8882A226C90091CBEAB030148A,TRUE,LADDI,12,,NOIDA,Domestic,3853
CAR,KG,MRP 10,Boondi Plain MRP 10,BDA4A200180A10207,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Plain MRP 10|42 GM*10.5 KG,,7.4999,,7,10,10,PAC,Besan Namkeen,Boondi Plain 42*10.50,250,23.81,FD018000421050000D,,285,FALSE,FALSE,,1,A1,,,,0,,,12,,F05890010R,21069099,,,42,,,7,Boondi,Boondi Plain,,,,,,,174957c2-e0f3-423b-a8d7-70e1961351bb,AFFBB3BB8F5E3C6B54FE7A500D288239,TRUE,LADDI,10,,NOIDA,Domestic,207
CAR,KG,MRP 10,Boondi Plain MRP 10,BDA4A200180A10207,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi MRP 10|35GM*7.56KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Boondi 35 Gm (7.56 KG/CS) Rs -10,216,28.571,FD018000350756000D,,279,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMG1900350756,21069099,,,35,0,6.92,7.19,Boondi,Boondi Plain,,,,,,,83abc4c9-1f8e-4c10-add7-be2d69535456,BE6EBEC50B58565191057BA2922E5304,TRUE,LADDI,12,,NAGPUR,Domestic,207
CAR,KG,MRP 10,Boondi Plain MRP 10,BDA4A200180A10207,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Plain MRP 10|40 GM*7.68 KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Boondi 40 Gm ( 7.680 Kg C/S) Rs -10,192,25,FD018000400768000D,,284,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMG1900400768,21069099,,,40,,6.92,7.19,Boondi,Boondi Plain,,,,,,,0e338cf4-b3dc-4f8d-af50-ec7cf64e5990,AD520A687E94057EAF11DC6E466DE794,TRUE,LADDI,12,,NAGPUR,Domestic,207
CAR,KG,MRP 20,Boondi Plain MRP 20,BDA4A200180A50208,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,B,Boondi Plain MRP 20|75 GM*7.5 KG,,14.518,,13.63,20,20,PAC,Besan Namkeen,BOONDI PLAIN 75 Gm*7.50,100,13.333,FD018000750750000D,,287,FALSE,FALSE,,1,A5,,,,0,,,12,,F0589002051R,21069099,,,75,0,0,0,Boondi,Boondi Plain,,,,,,,3b4e05f0-ea90-4d3a-9533-8f1ae6886bb0,D29CEFDC267376128A8197B21ECED4CD,TRUE,LADDI,10,,NOIDA,Domestic,208
CAR,KG,MRP 5,Takatak Multigrain (Pizza) MRP 5,BIA7L670884A31550,Western Snacks_Out of Home,MRP 5_Western Snacks_Out of Home,B,Takatak Multigrain (Pizza) 20GM*4.8KG,,3.882,,3.62,5,5,PAC,Bridges,Takatak MULTIGRAIN PIZZA 20 Gm*4.80,240,50,FI088400200480000D,,2863,FALSE,FALSE,,1,A3,,,,0,,,12,,F4708000553R,21069099,,,20,,,3.62,Takatak,Takatak Multigrain (Pizza),,,,,,,01743b8b-2c87-4c53-b973-79dbe65ad5d7,4A6F86C985CC950EBB209FE720FF2595,TRUE,LADDI,12,,NOIDA,Domestic,1550
CAR,KG,MRP 20,Boondi Plain MRP 20,BDA4A200180A50208,Namkeen_Out of Home,MRP 20_Namkeen_Out of Home,B,Boondi Plain MRP 20|80 GM*8 KG,,14.518,,13.63,20,20,PAC,Besan Namkeen,BOONDI PLAIN 80 Gm*8.00,100,12.5,FD018000800800000D,,288,FALSE,FALSE,,1,A5,,,,0,,,12,,F05890020R,21069099,,,80,,,13.63,Boondi,Boondi Plain,,,,,,,bdfee018-1f32-41bf-b9de-92db4f6f07dd,68A38CD20C640D9CE52568D3C9944B1A,TRUE,LADDI,10,,NOIDA,Domestic,208
CAR,KG,MRP 10,Boondi Raita MRP 10,BDA4A200181A10210,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi-Raita MRP 10|40GM*10.08KG,,7.5,,7,10,10,PAC,Besan Namkeen,Boondi Raita 40 Gm*10.080,252,25,FD018100401008000D,,299,FALSE,FALSE,,1,A1,,,,0,,,12,,F0592001053R,21069099,,,40,,6.81,7,Boondi,Boondi Raita,,,,,,,042a5568-8784-4d4d-8b5e-cea3e4daa72b,C7575731BEB7745351161A57EDD442EE,TRUE,LADDI,12,,NOIDA,Domestic,210
CAR,KG,MRP 10,Boondi Raita MRP 10,BDA4A200181A10210,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Raita MRP 10|40 GM*10 KG,,7.4999,,7,10,10,PAC,Besan Namkeen,BOONDI RAITA 40 Gm*10.00,250,25,FD018100401000000D,,292,FALSE,FALSE,,1,A1,,,,0,,,12,,F0592001052R,21069099,,,40,,,7,Boondi,Boondi Raita,,,,,,,b0bceea3-5278-489e-9cd3-53e6891f6615,B859FA948F99DD15430C188C27F4636F,TRUE,LADDI,10,,NOIDA,Domestic,210
CAR,KG,MRP 10,Boondi Raita MRP 10,BDA4A200181A10210,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Raita MRP 10|42 GM*10.584 KG,,7.4999,,7,10,10,PAC,Besan Namkeen,BOONDI RAITA 42 Gm*10.5840,252,23.81,FD018100421058400D,,294,FALSE,FALSE,,1,A1,,,,0,,,12,,F0592001051R,21069099,,,42,,,7,Boondi,Boondi Raita,,,,,,,f4c4a91e-4f6b-4edf-98dd-c0dfe04b2596,D34C72A0CF798988B66E026AF9E3A30E,TRUE,LADDI,12,,NOIDA,Domestic,210
CAR,KG,MRP 10,Boondi Raita MRP 10,BDA4A200181A10210,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Raita MRP 10|42 GM*10.5 KG,,7.4999,,7,10,10,PAC,Besan Namkeen,Boondi Raita 42*10.50,250,23.81,FD018100421050000D,,293,FALSE,FALSE,,1,A1,,,,0,,,12,,F05920010R,21069099,,,42,,,7,Boondi,Boondi Raita,,,,,,,a77d096b-9180-4c1f-8556-3434a16b37ec,02816B402CC680428843BDE2486E49BC,TRUE,LADDI,10,,NOIDA,Domestic,210
CAR,KG,MRP 10,Boondi Raita MRP 10,BDA4A200181A10210,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Boondi Raita 38 GM * 9.576 KG,,7.5,,7.01,10,10,PAC,Besan Namkeen,BOONDI RAITA 38 GM*9.576,252,26.316,FD018100380957600D,,291,FALSE,FALSE,,1,A1,,,,0,,,12,,F0592001054R,21069099,,,38,0,0,0,Boondi,Boondi Raita,,,,,,,3a8f9485-dc06-41b7-b4cb-3e6e2e25bd4d,3B0172E916F8DB645DAC1FB403346E51,TRUE,LADDI,12,,NOIDA,Domestic,210
CAR,KG,MRP 10,Gathiya MRP 10,BDA4A760374A10630,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Gathiya MRP 10|42 GM*6.04 KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Gathiya 42 Gm (6.048 KG C/S) Rs 10/-,144,23.81,FD037400420604800D,,1029,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMA2300420604,21069099,,,42,0,6.92,7.19,Gathiya,Gathiya,,,,,,,56fdd89a-481e-4f3d-a6d4-386df3c49792,225B0B51F609651B54EFEF4BB98DD62E,TRUE,LADDI,12,,NAGPUR,Domestic,630
CAR,KG,MRP 10,Gathiya MRP 10,BDA4A760374A10630,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Gathiya MRP 10|50.4 GM*7.257 KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Gathiya 42g+8.4gExtra=50.4g (7.257KgC/S),144,20,FD037400500725700D,,1030,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMA2300500725,21069099,,,50,,6.92,7.19,Gathiya,Gathiya,,,,,,,5b78cacb-6995-4d95-8c02-8e9672809d77,0314E517272E4DC2D8588D2813CCEF90,TRUE,LADDI,12,,NAGPUR,Domestic,630
CAR,KG,MRP 5,Gathiya MRP 5,BDA4A760374A30631,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Gathiya MRP 5|20 GM*6 KG NGP,,3.7945,,3.57,5,5,PAC,Besan Namkeen,Gathiya 20 Gm ( 6 Kg C/s) Dom MRP - 5,300,50,FD037400200600000D,,1031,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA2300200600,21069099,,,20,0,3.44,3.57,Gathiya,Gathiya,,,,,,,33ddfd7b-2f90-495a-ba3b-c97c6245eae7,6109FDED33C7817531E9649A1F6E220C,TRUE,LADDI,12,,NAGPUR,Domestic,631
CAR,KG,MRP 5,Gathiya MRP 5,BDA4A760374A30631,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Gathiya MRP 5|24 GM*7.2 KG NGP,,3.7945,,3.57,5,5,PAC,Besan Namkeen,Gathiya 20g+4g Extra=24g (7.2Kg C/S),300,41.667,FD037400240720000D,,1033,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA2300240720,21069099,,,24,,3.44,3.57,Gathiya,Gathiya,,,,,,,b56a74a1-7775-4964-a9c5-c10afd547369,28AD58DC53BE43D2FF76A18AB7FA24B7,TRUE,LADDI,12,,NAGPUR,Domestic,631
CAR,KG,MRP 20,Choco Choco Ring MRP 20,BIM9A450223A50400,Western Snacks_Out of Home,MRP 20_Western Snacks_Out of Home,B,Choco Choco Ring MRP 20|45 GM*3.6 KG,,12.7122,,11.88,20,20,PAC,Confectionery,CHOCO RING 45 Gm*3.60,80,22.222,FI022300450360000D,,741,FALSE,FALSE,,1,A5,,,,0,,,18,,F50310020R,18069010,,,45,,,11.88,Choco,Choco Choco Ring,,,,,,,658a4fbf-7874-4a11-89b6-48cb334d13ad,557C5B0CC0E689EE201C00AA737D0D07,TRUE,LADDI,1,,NOIDA,Domestic,400
CAR,KG,BULK PACK,Minute Khana Snacks Cheesy Corn Puff,FFD6B621773D73697,RTE_Frozen,BULK PACK_RTE_Frozen,F,Cheesy Corn Puff 360 GM*6.48 KG,,95.3414,,85.12,150,150,PAC,Frozen Indian,FZN Cheesy Corn Puff Patties 360 GM*6.,18,2.778,FF177303600648000D,,451,FALSE,FALSE,,1,D7,,,,0,,,18,,F41280360,21069099,,,360,,,85.12,Minute Khana,Cheesy Corn Puff,,,,,,,62cde073-b255-4e26-b9c0-1c77a838f28b,2A4B36E2FDEC198F1B17FEECC3266F6C,TRUE,,,,NOIDA,Domestic,3697
CAR,KG,BULK PACK,Minute Khana Snacks Matar Mushroom Puff,FFD6B621774D73698,RTE_Frozen,BULK PACK_RTE_Frozen,F,Matar Mushroom Puff 360 GM*6.48 KG,,95.3414,,85.12,150,150,PAC,Frozen Indian,FZN Matar Mushroom Puff Patti 360 Gm*6.,18,2.778,FF177403600648000D,,1657,FALSE,FALSE,,1,D7,,,,0,,,18,,F41300360,21069099,,,360,,,85.12,Minute Khana,Matar Mushroom Puff,,,,,,,e55e37b2-2b90-4a04-8eda-040712802b00,9F7F11C321F8701247E1F7489C195E08,TRUE,,,,NOIDA,Domestic,3698
CAR,KG,BULK PACK,Minute Khana Snacks Paneer Bhurji Puff,FFD6B621775D73699,RTE_Frozen,BULK PACK_RTE_Frozen,F,Paneer Bhurji Puff 360 GM*6.48 KG,,95.3414,,85.12,150,150,PAC,Frozen Indian,FZN Paneer Bhurji Puff Pattie 360 Gm*6.,18,2.778,FF177503600648000D,,2033,FALSE,FALSE,,1,D7,,,,0,,,18,,F41310360,21069099,,,360,,,85.12,Minute Khana,Paneer Bhurji Puff,,,,,,,f8df6fa9-c955-4398-ad19-8c541fee73bb,8AD1EAA72F6873987919DD180C556992,TRUE,,,,NOIDA,Domestic,3699
CAR,KG,MRP 5,Gathiya MRP 5,BDA4A760374A30631,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Gathiya MRP 5|22 GM*6.6 KG NGP,,3.7945,,3.57,5,5,PAC,Besan Namkeen,Gathiya 22 Gm ( 6.6 Kg C/s) MRP-5,300,45.455,FD037400220660000D,,1032,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA2300220660,21069099,,,22,,3.44,3.57,Gathiya,Gathiya,,,,,,,14e3044b-f2a8-4247-b43a-3b9fc90e286a,B285524EAF1ADBF8DF1F227941163B76,TRUE,LADDI,12,,NAGPUR,Domestic,631
CAR,KG,BULK PACK,Minute Khana Sabudana Tikki,FFD6B620098D73700,RTE_Frozen,BULK PACK_RTE_Frozen,F,Sabudana Tikki 320 GM*3.84 KG,,95.3414,,85.12,150,150,PAC,Frozen Indian,FZ TIKKI SABUDANA 320 GM*3.84,12,3.125,FF009803200384000D,,2549,FALSE,FALSE,,1,D7,,,,0,,,18,,F43570320,20059900,,,320,,,85.12,Minute Khana,Sabudana Tikki,,,,,,,e6a9a476-c97e-48a2-8a84-0836eb28931a,6FE35A0EC6B4AE8734B80D48F6D0836F,TRUE,,,,NOIDA,Domestic,3700
CAR,KG,MRP 10,Snaclite Jungle Safari MRP 10,BIC6C493944A13854,Western Snacks_Out of Home,MRP 10_Western Snacks_Out of Home,B,Snac Lite JungleSafariMRP 10|45GM*4.32KG,,7.1429,,6.67,10,10,PAC,Extruded,Snaclite JUNGLE SAFARI 45 Gm*4.32,96,22.222,FI394400450432000D,,2640,FALSE,FALSE,,1,A1,,,,0,,,12,,F44820010R,21069099,,,45,,,6.67,Snac Lite,Snac Lite Jungle Safari,,,,,,,810bea98-5adc-465a-9dd3-6cffcfddd6a3,CBDDB9066FF7B802A3A0B190FF2CAF34,TRUE,LADDI,12,,NOIDA,Domestic,3854
CAR,KG,MRP 20,Snaclite Quinoa Curls MRP 20,BIC6C490113A53855,Western Snacks_Out of Home,MRP 20_Western Snacks_Out of Home,B,Snaclite Quinoa Curls MRP 20|60GM*4.2KG,,13.3932,,12.51,20,20,PAC,Extruded,Snaclite QUINOA CURLS 60 Gm*4.20,70,16.667,FI011300600420000D,,2691,FALSE,FALSE,,1,A5,,,,0,,,12,,F44850020R,21069099,,,60,,,12.51,Snac Lite,Snaclite Quinoa Curls,,,,,,,ad19018c-6c93-4969-a7fd-e367b7f1a2be,0951817BD9ACD3E83D291E2E44B15C89,TRUE,LADDI,1,,NOIDA,Domestic,3855
CAR,KG,MRP 10,Snaclite Finger MRP 10,BIC6C493691A10070,Western Snacks_Out of Home,MRP 10_Western Snacks_Out of Home,B,Snaclite Finger MRP 10|45 GM*2.7 KG,,7.322,,6.84,10,10,PAC,Extruded,Snaclite FUN FINGER 45 Gm*2.70,60,22.222,FI369100450270000D,,2660,FALSE,FALSE,,1,A1,,,,0,,,12,,F4486001051R,21069099,,,45,0,0,0,Snac Lite,Snac Lite Finger,,,,,,,8883db81-6d02-40b6-acaa-96f87bd1a92b,C2C4CC5FEEC87986095779E9295EB5E5,TRUE,LADDI,10,,NOIDA,Domestic,70
CAR,KG,MRP 20,Snaclite Finger MRP 20,BIC6C493691A50071,Western Snacks_Out of Home,MRP 20_Western Snacks_Out of Home,B,Snaclite Finger MRP 20|80 GM*3.36 KG,,13.393,,12.51,20,20,PAC,Extruded,Snaclite Fingers 80*3.36,42,12.5,FI369100800336000D,,2661,FALSE,FALSE,,1,A5,,,,0,,,12,,F44860080,21069099,,,80,0,0,0,Snac Lite,Snac Lite Finger,,,,,,,940ccaf5-bd05-4501-8b02-d46893ccebfc,FEA85EA67E9BF6EECB9D309F19450337,TRUE,LADDI,1,,NOIDA,Domestic,71
CAR,KG,MRP 25,Snaclite Finger MRP 25,AIC6C493691A60072,Western Snacks_Out of Home,MRP 25_Western Snacks_Out of Home,B,Snaclite Finger MRP 25|85 GM*3.57 KG,,22.321,,22.32,25,25,PAC,Extruded,Snaclite FINGERS 85 Gm*3.57,42,11.765,FI369100850357000D,,2662,FALSE,FALSE,,1,A6,,,,0,,,12,,F44860085,21069099,,,85,,22.32,22.32,Snac Lite,Snac Lite Finger,,,,,,,47c7a7e6-9db1-4e66-8204-38b0e9f8b2f9,D95E55C4C6CB42ADABA0F85494DB1FC7,TRUE,LADDI,1,,NOIDA,Domestic,72
CAR,KG,MRP 10,Papdi MRP 10,BDA4L460737A11148,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Papdi MRP 10|55 GM*6.6 KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Papdi Gathiya 55 Gm (6.60 Kg C/s),120,18.182,FD073700550660000D,,2126,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMA2400550660,21069099,,,55,,6.92,7.19,Papdi Gathiya,Plain,,,,,,,a6a0df8b-cefb-45c6-ab4e-7f9e3e6a0837,489801169489C726A63D4270EC5433D6,TRUE,LADDI,12,,NAGPUR,Domestic,1148
CAR,KG,MRP 15,Snaclite Fries MRP 15,BIC6C492275A20076,Western Snacks_Out of Home,MRP 15_Western Snacks_Out of Home,B,Snaclite Fries MRP 15|30 GM*2.88 KG,,8.036,,7.51,15,15,PAC,Extruded,Snaclite FRIES 30 Gm*2.88,96,33.333,FI227500300288000D,,2666,FALSE,FALSE,,1,A2,,,,0,,,12,,F44890015R,21069099,,,30,,7.22,7.51,Snac Lite,Snac Lite Fries,,,,,,,b2cd3401-bd28-4c4c-9a08-e658fafda943,3110372739A1D52F227A0FF5154A89BB,TRUE,LADDI,12,,NOIDA,Domestic,76
CAR,KG,MRP 10,Papdi MRP 10,BDA4L460737A11148,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Papdi MRP 10|55 GM*7.92 KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Papdi Gathiya 55 Gm (7.92 Kg C/s) MRP-10,144,18.182,FD073700550792000D,,2127,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMA2400550792,21069099,,,55,,6.92,7.19,Papdi Gathiya,Plain,,,,,,,3343d947-5b51-43bb-8b10-ad46cbd6bce4,286A24B8AB2D70D907C44456C36CDB37,TRUE,LADDI,12,,NAGPUR,Domestic,1148
CAR,KG,MRP 25,Snaclite Fries MRP 25,AIC6C492275A60078,Western Snacks_In-Home,MRP 25_Western Snacks_In-Home,A,Snaclite Fries MRP 25|60 GM*3.24 KG,,14.285,,13.35,25,25,PAC,Extruded,Snaclite FUN FRIES 60 Gm *3.240,54,16.667,FI227500600324000D,,2669,FALSE,FALSE,,1,A6,,,,0,,,12,,F44890025R,21069099,,,60,,12.83,13.35,Snac Lite,Snac Lite Fries,,,,,,,91ef8e06-43f3-4c10-813f-874cb35de12a,7992D5E6B650E91544D15F2724158554,TRUE,LADDI,1,,NOIDA,Domestic,78
CAR,KG,MRP 10,Snaclite Fun Scoops MRP 10,BIC6C494428A13856,Western Snacks_Out of Home,MRP 10_Western Snacks_Out of Home,B,Snac Lite Fun Scoops MRP 10|42GM*2.27KG,,8,,6.67,10,10,PAC,Extruded,Snaclite FUN SCOOPS 42 Gm*2.268,54,23.81,FI442800420226800D,,2633,FALSE,FALSE,,1,A1,,,,0,,,12,,F4491001052R,21069099,,,42,,6.41,6.67,Snac Lite,Snac Lite Fun Scoops,,,,,,,e140103b-8694-4151-938e-dad5ff14ed1a,CD74C5328C9CF7FB01FF8B20133C46FC,TRUE,LADDI,12,,NOIDA,Domestic,3856
CAR,KG,MRP 10,Papdi MRP 10,BDA4L460737A11148,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Papdi Gathiya MRP 10|42 GM*6.048 KG,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Gujarati Papdi 42g (6.048 Kg C/S) Rs10/-,144,23.81,FD073700420604800D,,2120,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMA3800420604,21069099,,,42,,6.92,7.19,Papdi Gathiya,Plain,,,,,,,9cce5e95-2545-4186-8391-42fcee726e89,D1F8C5257588FD299FDF6994D71C2C34,TRUE,LADDI,12,,NAGPUR,Domestic,1148
CAR,KG,MRP 10,Papdi MRP 10,BDA4L460737A11148,Namkeen_Out of Home,MRP 10_Namkeen_Out of Home,B,Papdi Gathiya MRP10|50.4GM*7.257KG NGP,,7.6313,,7.19,10,10,PAC,Besan Namkeen,Papdi Gathiya 42+8.4g Extra (7.257KgC/S),144,19.841,FD073700500725800D,,2125,FALSE,FALSE,,1,A1,,,,0,,,12,,FDNMA3800500725,21069099,,,50.4,0,6.92,7.19,Papdi Gathiya,Plain,,,,,,,ee1b9bad-a71d-487d-8468-16e09983b3ce,083FA586F1DC74924BC9E81EA858AE91,TRUE,LADDI,12,,NAGPUR,Domestic,1148
CAR,KG,MRP 5,Papdi MRP 5,BDA4L460737A31149,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Papdi Gathiya MRP 5|22 GM*6.072 KG,,3.75,,3.51,5,5,PAC,Besan Namkeen,PAPDI GATHIYA 22 Gm*6.072,276,45.455,FD073700220607200D,,2122,FALSE,FALSE,,1,A3,,,,0,,,12,,F62440005R,21069099,,,22,0,0,0,Papdi Gathiya,Plain,,,,,,,f4eac3d8-831b-4090-8ceb-83f074c8ac9b,458809240FF69D58A73CE78B9AE625B3,TRUE,LADDI,12,,NOIDA,Domestic,1149
CAR,KG,MRP 5,Papdi MRP 5,BDA4L460737A31149,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Papdi Gathiya MRP 5|25 GM*4.8 KG,,3.7945,,3.57,5,5,PAC,Besan Namkeen,Papdi Gathiya 25 Gm (4.80 Kg C/s) MRP-5,192,40,FD073700250480000D,,2124,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA2400250480,21069099,,,25,,3.44,3.57,Papdi Gathiya,Plain,,,,,,,de36b51e-15d7-481a-b4b5-874e2742e0f6,D745B0EA0E54B254840A6531118D361B,TRUE,LADDI,12,,NAGPUR,Domestic,1149
CAR,KG,MRP 5,Papdi MRP 5,BDA4L460737A31149,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Papdi Gathiya MRP 5|20 GM*4.8 KG,,3.7945,,3.57,5,5,PAC,Besan Namkeen,Gujarati Papadi 20Gm (4.8KgC/S)Dom MRP-5,240,50,FD073700200480000D,,2121,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3800200480,21069099,,,20,0,3.44,3.57,Papdi Gathiya,Plain,,,,,,,fc0280dd-ec7e-48c4-86a4-9c49f7f13862,C06B86D8DFDB66AA0C1F58B812EBB9FB,TRUE,LADDI,12,,NAGPUR,Domestic,1149
CAR,KG,MRP 5,Papdi MRP 5,BDA4L460737A31149,Namkeen_Out of Home,MRP 5_Namkeen_Out of Home,B,Papdi MRP 5|20 GM*6 KG NGP,,3.7945,,3.57,5,5,PAC,Besan Namkeen,Gujarati Papadi 20Gm (6KgC/S) Dom MRP-5,300,50,FD073700200600000D,,2128,FALSE,FALSE,,1,A3,,,,0,,,12,,FDNMA3800200600,21069099,,,20,,3.44,3.57,Papdi Gathiya,Plain,,,,,,,1233743c-d3f3-4c39-b769-058a02b32ec6,05FBE052A152D6DC2C1D9208C07BE999,TRUE,LADDI,12,,NAGPUR,Domestic,1149
CAR,KG,MRP 20,Snaclite Soya Katori MRP 20,BIC6C492208A53860,Western Snacks_Out of Home,MRP 20_Western Snacks_Out of Home,B,Snaclite Soya Katori 80 GM*5.76 KG,,13.393,,12.52,20,20,PAC,Extruded,Snaclite SOYA KATORI 80 Gm*5.760,72,12.5,FI220800800576000D,,2696,FALSE,FALSE,,1,A5,,,,0,,,12,,F45490020R,21069099,,,80,0,0,0,Snac Lite,Snac Lite Soya Katori,,,,,,,d6d016d0-007d-45ad-93e5-2c7bb1cdfa2f,D192E4190D358B95045D2F3EFDD450EE,TRUE,LADDI,1,,NOIDA,Domestic,3860
CAR,KG,MRP 25,Snaclite Soya Katori MRP 25,AIC6C492208A63861,Western Snacks_In-Home,MRP 25_Western Snacks_In-Home,A,Snaclite Soya Katori 85 GM*4.59 KG,,14.2857,,13.35,25,25,PAC,Extruded,Snaclite SOYA KATORI 85 Gm*4.590,54,11.765,FI220800850459000D,,2697,FALSE,FALSE,,1,A6,,,,0,,,12,,F45490025R,21069099,,,85,0,0,0,Snac Lite,Snac Lite Soya Katori,,,,,,,b517bb1d-7b0e-4799-a0ab-3dc12233c024,B89F50D34ACA4229D856B9C6D5394BEB,TRUE,LADDI,1,,NOIDA,Domestic,3861
