ID,Batch_Name,Sku_Id,Sku_Name,Mrp,Manufacture_Date,Manufacture_Time,Expiry_Date,Status
7787,22A1541405,90,Senso Brush 6pc Hanger,55.00,2023-12-28,00:00:00,2024-12-28,Active
7788,VK22002,108,OTRIVIN PD NASAL SOL MOIST 0.1% 10ML,101.01,2023-12-28,00:00:00,2024-12-28,Active
7789,VS22005,37,Otrivin Saline,64.42,2022-02-01,00:00:00,2025-01-31,Active
7790,VP23088,38,Otrivin Paed,46.92,2023-06-01,00:00:00,2026-05-31,Active
7791,BD210043,87,Senso Deep Clean Paste 40 gm,75.00,2023-12-28,00:00:00,2024-12-28,Active
7792,SR22056,68,Eno Regular Jar 100g,150.00,2023-12-28,00:00:00,2024-12-28,Active
7793,2102157138,205,SntpPrmExprt Tbrush59.4g,200.00,2023-12-28,00:00:00,2024-12-28,Active
7794,NC22007,83,Crocin Drops Paed Pepermint 15ml,27.21,2023-12-28,00:00:00,2024-12-28,Active
7795,U22094,65,Iodex Ultragel 15gm,390.00,2023-12-28,00:00:00,2024-12-28,Active
7796,M230521,73,ENO POWDER LEMON 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7797,L231169,73,ENO POWDER LEMON 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7798,S22E146,75,ENO POWDER Orange 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7799,BGG230326,112,SENSO PASTE FRESHGEL 1X150G TBFREE,220.00,2023-12-28,00:00:00,2024-12-28,Active
7800,BSR23059,19,Senso Rapid Relief Paste 80g,190.00,2023-07-01,00:00:00,2025-06-30,Active
7801,BSM23198,22,Senso Freshmint Paste 75g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7802,BGM230539,22,Senso Freshmint Paste 75g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7803,BGG230674,25,Senso Freshgel Paste 75g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7804,BGM230294,24,Senso Freshmint Paste 150g,220.00,2023-12-28,00:00:00,2024-12-28,Active
7805,BGP230018,110,SENSO DAILY PROTECTION PASTE 1X20G,35.00,2023-04-01,00:00:00,2025-03-31,Active
7806,M230557,29,Eno Lemon Sixer Pack 6X5g,60.00,2023-12-28,00:00:00,2024-12-28,Active
7807,22E2381299,16,Senso Sensitivity & Gum Brush-3,200.00,2023-12-28,00:00:00,2024-12-28,Active
7808,BGE230146,27,Senso Repair & Protect Paste 72X70g,195.00,2023-12-28,00:00:00,2024-12-28,Active
7809,23A1431476,39,Senso. Sensitive Brush 1pc,60.00,2023-05-01,00:00:00,2028-04-30,Active
7810,23J0705686,21,Senso Expert Brush-3pc,220.00,2023-12-28,00:00:00,2024-12-28,Active
7811,23K1572586,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7812,23K1511965,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7813,H22309,118,IODEX BALM 1X4G BOTTLE,15.00,2023-12-28,00:00:00,2024-12-28,Active
7814,NS23004,117,T-MINIC SYRUP 5+2MG 1X60ML,109.80,2023-04-01,00:00:00,2024-09-30,Active
7815,TD22001,116,T-MINIC ORAL DROPS 5+2MG 1X15ML,102.48,2023-12-28,00:00:00,2024-12-28,Active
7816,VP23051,38,Otrivin Paed,41.88,2023-03-01,00:00:00,2026-02-28,Active
7817,BGF230012,13,Parodontax Daily Fluoride Paste 75g,115.00,2023-06-01,00:00:00,2025-05-31,Active
7818,22E2111015,16,Senso Sensitivity & Gum Brush-3,200.00,2023-12-28,00:00:00,2024-12-28,Active
7819,H23005,66,Iodex Balm 8gm,42.00,2023-12-28,00:00:00,2024-12-28,Active
7820,H22164,62,Iodex Balm 16g,80.00,2023-12-28,00:00:00,2024-12-28,Active
7821,H23034,63,Iodex Balm 40g,160.00,2023-12-28,00:00:00,2024-12-28,Active
7822,23B1300571,90,Senso Brush 6pc Hanger,60.00,2023-05-01,00:00:00,2028-04-30,Active
7823,S22U037,72,Eno Nimbu Masala 5gm,9.00,2022-07-01,00:00:00,2024-06-30,Active
7824,EP22060,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7825,VP23047,38,Otrivin Paed,41.88,2023-03-01,00:00:00,2026-02-28,Active
7826,VP23066,38,Otrivin Paed,46.92,2023-05-01,00:00:00,2026-04-30,Active
7827,U22070,64,Iodex Ultragel 30g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7828,H22299,66,Iodex Balm 8gm,42.00,2023-12-28,00:00:00,2024-12-28,Active
7829,H23022,62,Iodex Balm 16g,84.00,2023-12-28,00:00:00,2024-12-28,Active
7830,VZ23003,35,Otrivin Baby Saline,62.68,2023-02-01,00:00:00,2025-01-31,Active
7831,VM22001,106,OTRIVIN AD NASAL SOL MOIST 0.1% 10ML,130.66,2023-12-28,00:00:00,2024-12-28,Active
7832,S23C050,76,ENO Cola 1X5G SACHET,10.00,2023-05-01,00:00:00,2025-04-30,Active
7833,S23R072,74,ENO POWDER Regular 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7834,S22E176,75,ENO POWDER Orange 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7835,S22A003,97,ENO POWDER AJWAIN 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7836,H22359,118,IODEX BALM 1X4G BOTTLE,15.00,2023-12-28,00:00:00,2024-12-28,Active
7837,23K1290312,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7838,23K2056931,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7839,H22318,118,IODEX BALM 1X4G BOTTLE,15.00,2023-12-28,00:00:00,2024-12-28,Active
7840,22A1331174,92,Senso Brush 5+1 Free Hanger,275.00,2023-12-28,00:00:00,2024-12-28,Active
7841,22A0511429,41,Senso Sensitive Brush 4pc Pack,145.00,2023-12-28,00:00:00,2024-12-28,Active
7842,23F0099205,41,Senso Sensitive Brush 4pc Pack,155.00,2023-12-28,00:00:00,2024-12-28,Active
7843,23F0735405,41,Senso Sensitive Brush 4pc Pack,155.00,2023-12-28,00:00:00,2024-12-28,Active
7844,22C2802678,93,Senso Eco Brush 10 + 2 Brush Free Hanger,300.00,2023-12-28,00:00:00,2024-12-28,Active
7845,22A0521419,91,Senso Brush 24Pc Counter Top Pack,55.00,2023-12-28,00:00:00,2024-12-28,Active
7846,S23R084,74,ENO POWDER Regular 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7847,S23R174,74,ENO POWDER Regular 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7848,21B1961371,205,SntpPrmExprt Tbrush59.4g,200.00,2023-12-28,00:00:00,2024-12-28,Active
7849,21B2951127,205,SntpPrmExprt Tbrush59.4g,200.00,2023-12-28,00:00:00,2024-12-28,Active
7850,L231291,73,ENO POWDER LEMON 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7851,S22M010,102,ENO POWDER MAUSAMBI 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7852,S22M003,102,ENO POWDER MAUSAMBI 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7853,S23M002,102,ENO POWDER MAUSAMBI 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7854,S22M027,102,ENO POWDER MAUSAMBI 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7855,S23R056,74,ENO POWDER Regular 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7856,S23A007,97,ENO POWDER AJWAIN 1X5G SACHET_30,9.00,2023-02-01,00:00:00,2025-01-31,Active
7857,S22A018,97,ENO POWDER AJWAIN 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7858,M230197,73,ENO POWDER LEMON 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7859,U22004,203,IODEX ULTRAGEL 1.16% 1X50G,180.00,2023-12-28,00:00:00,2024-12-28,Active
7860,NL22006,79,Ostocalcium B12 Lemon syrup 200ml,151.69,2023-12-28,00:00:00,2024-12-28,Active
7861,U22075,67,Iodex Ultragel 50g,180.00,2023-12-28,00:00:00,2024-12-28,Active
7862,VX23073,36,Otrivin FR,106.48,2023-12-28,00:00:00,2024-12-28,Active
7863,VS21003,37,Otrivin Saline,77.94,2023-12-28,00:00:00,2024-12-28,Active
7864,VS21009,37,Otrivin Saline,77.94,2023-12-28,00:00:00,2024-12-28,Active
7865,VP23080,38,Otrivin Paed,46.92,2023-06-01,00:00:00,2026-05-31,Active
7866,VK21004,108,OTRIVIN PD NASAL SOL MOIST 0.1% 10ML,101.01,2023-12-28,00:00:00,2024-12-28,Active
7867,VZ22007,107,OTRIVIN SL NASAL SOL MOIST 0.74% 10ML,56.99,2023-12-28,00:00:00,2024-12-28,Active
7868,VM21002,106,OTRIVIN AD NASAL SOL MOIST 0.1% 10ML,130.66,2023-12-28,00:00:00,2024-12-28,Active
7869,VM21007,106,OTRIVIN AD NASAL SOL MOIST 0.1% 10ML,130.66,2023-12-28,00:00:00,2024-12-28,Active
7870,VK22004,108,OTRIVIN PD NASAL SOL MOIST 0.1% 10ML,101.01,2023-12-28,00:00:00,2024-12-28,Active
7871,VK21002,108,OTRIVIN PD NASAL SOL MOIST 0.1% 10ML,101.01,2023-12-28,00:00:00,2024-12-28,Active
7872,EP22043,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7873,EP22045,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7874,EP22063,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7875,EP22005,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7876,EP22010,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7877,EP22009,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7878,22A0413343,91,Senso Brush 24Pc Counter Top Pack,55.00,2023-12-28,00:00:00,2024-12-28,Active
7879,22A1091928,91,Senso Brush 24Pc Counter Top Pack,55.00,2023-12-28,00:00:00,2024-12-28,Active
7880,22A3403218,91,Senso Brush 24Pc Counter Top Pack,60.00,2023-12-28,00:00:00,2024-12-28,Active
7881,22A3603418,39,Senso. Sensitive Brush 1pc,60.00,2023-12-28,00:00:00,2024-12-28,Active
7882,23C2016295,40,Senso Sensitive Brush 2+1 Pack,120.00,2023-12-28,00:00:00,2024-12-28,Active
7883,22B0821694,20,Senso Expert Brush-1pc,100.00,2023-12-28,00:00:00,2024-12-28,Active
7884,22E0492414,15,Senso Sensitivity & Gum Brush-1,100.00,2023-12-28,00:00:00,2024-12-28,Active
7885,22E1202039,15,Senso Sensitivity & Gum Brush-1,100.00,2023-12-28,00:00:00,2024-12-28,Active
7886,21E1572029,16,Senso Sensitivity & Gum Brush-3,200.00,2023-12-28,00:00:00,2024-12-28,Active
7887,E22137,80,Crocin 650mg Tablet,34.27,2023-12-28,00:00:00,2024-12-28,Active
7888,EP22004,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7889,EP22007,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7890,NC22006,83,Crocin Drops Paed Pepermint 15ml,27.21,2023-12-28,00:00:00,2024-12-28,Active
7891,C23002,83,Crocin Drops Paed Pepermint 15ml,30.07,2023-12-28,00:00:00,2024-12-28,Active
7892,NC22024,83,Crocin Drops Paed Pepermint 15ml,30.07,2023-12-28,00:00:00,2024-12-28,Active
7893,E22127,80,Crocin 650mg Tablet,34.27,2023-12-28,00:00:00,2024-12-28,Active
7894,TCT23093,137,Centrum OstoCalcium Total  30s,250.00,2023-12-28,00:00:00,2024-12-28,Active
7895,NC22005,83,Crocin Drops Paed Pepermint 15ml,27.21,2023-12-28,00:00:00,2024-12-28,Active
7896,VZ23002,35,Otrivin Baby Saline,62.68,2023-01-01,00:00:00,2024-12-31,Active
7897,S230707,73,ENO POWDER LEMON 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7898,M220373,99,ENO POWDER LEMON 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7899,S23E202,75,ENO POWDER Orange 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7900,H22058,201,Iodex 16gm New 16g,88.00,2023-12-28,00:00:00,2024-12-28,Active
7901,23K2298789,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7902,L22J044,71,Eno Jaljeera 5g,9.00,2023-12-28,00:00:00,2024-12-28,Active
7903,TD22002,116,T-MINIC ORAL DROPS 5+2MG 1X15ML,102.48,2023-12-28,00:00:00,2024-12-28,Active
7904,VM22007,106,OTRIVIN AD NASAL SOL MOIST 0.1% 10ML,130.66,2023-12-28,00:00:00,2024-12-28,Active
7905,U22058,64,Iodex Ultragel 30g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7906,U22069,64,Iodex Ultragel 30g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7907,EP23004,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7908,VX23065,36,Otrivin FR,106.48,2023-04-01,00:00:00,2026-03-31,Active
7909,VP22119,38,Otrivin Paed,46.92,2023-12-28,00:00:00,2024-12-28,Active
7910,P22002,61,Iodex Power Gel 30g,130.00,2022-08-01,00:00:00,2024-07-31,Active
7911,BW220002,45,Senso Whitening Paste 70g,135.00,2023-12-28,00:00:00,2024-12-28,Active
7912,BGG230362,26,Senso Freshgel Paste 150g,220.00,2023-12-28,00:00:00,2024-12-28,Active
7913,BGE230120,27,Senso Repair & Protect Paste 72X70g,195.00,2023-12-28,00:00:00,2024-12-28,Active
7914,23A1300355,39,Senso. Sensitive Brush 1pc,60.00,2023-12-28,00:00:00,2024-12-28,Active
7915,220810,90,Senso Brush 6pc Hanger,55.00,2023-12-28,00:00:00,2024-12-28,Active
7916,20GM09,106,OTRIVIN AD NASAL SOL MOIST 0.1% 10ML,130.66,2023-12-28,00:00:00,2024-12-28,Active
7917,20FS07,37,Otrivin Saline,77.94,2023-12-28,00:00:00,2024-12-28,Active
7918,VS21006,37,Otrivin Saline,77.94,2023-12-28,00:00:00,2024-12-28,Active
7919,VP21022,38,Otrivin Paed,46.92,2023-12-28,00:00:00,2024-12-28,Active
7920,U22032,65,Iodex Ultragel 15gm,390.00,2023-12-28,00:00:00,2024-12-28,Active
7921,U22030,64,Iodex Ultragel 30g,125.00,2023-12-28,00:00:00,2024-12-28,Active
7922,S23A005,97,ENO POWDER AJWAIN 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7923,S23M003,102,ENO POWDER MAUSAMBI 1X5G SACHET_30,9.00,2023-12-28,00:00:00,2024-12-28,Active
7924,SL23021,69,Eno Lemon Jar 100m,160.00,2023-12-28,00:00:00,2024-12-28,Active
7925,L22J033,71,Eno Jaljeera 5g,9.00,2023-12-28,00:00:00,2024-12-28,Active
7926,S22U043,72,Eno Nimbu Masala 5gm,9.00,2023-12-28,00:00:00,2024-12-28,Active
7927,U22085,65,Iodex Ultragel 15gm,390.00,2023-12-28,00:00:00,2024-12-28,Active
7928,S23C024,76,ENO Cola 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7929,S23L095,29,Eno Lemon Sixer Pack 6X5g,54.00,2023-12-28,00:00:00,2024-12-28,Active
7930,22E1721599,15,Senso Sensitivity & Gum Brush-1,100.00,2023-12-28,00:00:00,2024-12-28,Active
7931,H22234,66,Iodex Balm 8gm,40.00,2023-12-28,00:00:00,2024-12-28,Active
7932,H22281,62,Iodex Balm 16g,84.00,2023-12-28,00:00:00,2024-12-28,Active
7933,22D2242137,17,Senso Deep Clean Brush-1,75.00,2023-12-28,00:00:00,2024-12-28,Active
7934,NS23001,117,T-MINIC SYRUP 5+2MG 1X60ML,109.80,2023-12-28,00:00:00,2024-12-28,Active
7935,21B3213345,205,SntpPrmExprt Tbrush59.4g,200.00,2023-12-28,00:00:00,2024-12-28,Active
7936,23B1381018,90,Senso Brush 6pc Hanger,60.00,2023-12-28,00:00:00,2024-12-28,Active
7937,VZ22001,107,OTRIVIN SL NASAL SOL MOIST 0.74% 10ML,56.99,2023-12-28,00:00:00,2024-12-28,Active
7938,S22C064,76,ENO Cola 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7939,S22E136,75,ENO POWDER Orange 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7940,23E0462963,92,Senso Brush 5+1 Free Hanger,300.00,2023-12-28,00:00:00,2024-12-28,Active
7941,TCT23016,137,Centrum OstoCalcium Total  30s,250.00,2023-12-28,00:00:00,2024-12-28,Active
7942,EA22475,82,Crocin Advance 500mg Tablet,22.62,2023-12-28,00:00:00,2024-12-28,Active
7943,EP22049,95,CROCIN TABLET 650+50MG 15TABS PAIN REL,65.73,2023-12-28,00:00:00,2024-12-28,Active
7944,VX22322,36,Otrivin FR,106.48,2023-12-28,00:00:00,2024-12-28,Active
7945,VP22160,38,Otrivin Paed,46.92,2023-12-28,00:00:00,2024-12-28,Active
7946,S22R046,74,ENO POWDER Regular 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7947,S22R179,74,ENO POWDER Regular 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7948,21B2931101,204,SdyneExprt TthBrsh 19.8g,100.00,2023-12-28,00:00:00,2024-12-28,Active
7949,BD210048,87,Senso Deep Clean Paste 40 gm,75.00,2023-12-28,00:00:00,2024-12-28,Active
7950,21E3622641,15,Senso Sensitivity & Gum Brush-1,100.00,2023-12-28,00:00:00,2024-12-28,Active
7951,BGE230219,14,Senso Repair & Protect Paste 100g,235.00,2023-12-28,00:00:00,2024-12-28,Active
7952,L22J042,71,Eno Jaljeera 5g,9.00,2023-12-28,00:00:00,2024-12-28,Active
7953,S22U035,72,Eno Nimbu Masala 5gm,9.00,2023-12-28,00:00:00,2024-12-28,Active
7954,L231100,73,ENO POWDER LEMON 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7955,I22006,28,Iodex Spray 60g,205.00,2023-12-28,00:00:00,2024-12-28,Active
7956,VP23062,38,Otrivin Paed,41.88,2023-03-01,00:00:00,2026-02-28,Active
7957,U22072,64,Iodex Ultragel 30g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7958,U22089,64,Iodex Ultragel 30g,130.00,2023-12-28,00:00:00,2024-12-28,Active
7959,NB23033,78,Ostocalcium B12 Banana syrup 200ml,183.40,2023-04-01,00:00:00,2024-09-30,Active
7960,NB23036,78,Ostocalcium B12 Banana syrup 200ml,183.40,2023-12-28,00:00:00,2024-12-28,Active
7961,S23E152,75,ENO POWDER Orange 1X5G SACHET,10.00,2023-12-28,00:00:00,2024-12-28,Active
7962,BSG23055,26,Senso Freshgel Paste 150g,220.00,2023-12-28,00:00:00,2024-12-28,Active
7963,22B1323183,21,Senso Expert Brush-3pc,200.00,2023-12-28,00:00:00,2024-12-28,Active
7964,22B1491348,21,Senso Expert Brush-3pc,200.00,2023-12-28,00:00:00,2024-12-28,Active
7965,22B2072988,21,Senso Expert Brush-3pc,200.00,2023-12-28,00:00:00,2024-12-28,Active
7966,22D1501349,18,Senso Deep Clean Brush-3,150.00,2023-12-28,00:00:00,2024-12-28,Active
7967,NB23043,78,Ostocalcium B12 Banana syrup 200ml,183.40,2023-06-01,00:00:00,2024-11-30,Active
7968,M230594,99,ENO POWDER LEMON 1X5G SACHET_30,10.00,2023-12-28,00:00:00,2024-12-28,Active
7969,23K2026616,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7970,23K2198198,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-12-28,00:00:00,2024-12-28,Active
7971,M220388,73,ENO POWDER LEMON 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7972,L220945,73,ENO POWDER LEMON 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7973,L221095,73,ENO POWDER LEMON 1X5G SACHET,9.00,2023-12-28,00:00:00,2024-12-28,Active
7974,BGR230116,86,Senso Rapid Relief paste 40 gm,100.00,2023-12-28,00:00:00,2024-12-28,Active
7975,BD220017,87,Senso Deep Clean Paste 40 gm,80.00,2023-12-28,00:00:00,2024-12-28,Active
7976,BGE230155,27,Senso Repair & Protect Paste 72X70g,195.00,2023-12-28,00:00:00,2024-12-28,Active
7977,BGE230175,14,Senso Repair & Protect Paste 100g,235.00,2023-12-28,00:00:00,2024-12-28,Active
7978,23E3085199,92,Senso Brush 5+1 Free Hanger,325.00,2023-11-01,00:00:00,2028-10-31,Active
7979,BGM230233,23,Senso Freshmint 150g + Brush Free,220.00,2023-04-01,00:00:00,2025-03-31,Active
7980,BGM230225,23,Senso Freshmint 150g + Brush Free,220.00,2023-04-01,00:00:00,2025-03-31,Active
7981,BGM230273,23,Senso Freshmint 150g + Brush Free,220.00,2023-04-01,00:00:00,2025-03-31,Active
7982,BGG230303,112,SENSO PASTE FRESHGEL 1X150G TBFREE,220.00,2023-04-01,00:00:00,2025-03-31,Active
7983,SK23013,7,Centrum Kids Gummies 30,495.00,2023-11-01,00:00:00,2025-04-30,Active
7984,SHB23003,183,CENTRUM HEALTHY HAIR BIOTIN+ 1X30_BOTTLE,550.00,2023-11-01,00:00:00,2025-04-30,Active
7985,SMG23003,196,CENTRUM MEN MULTIGUMMIES 1X30_BOTTLE,650.00,2023-11-01,00:00:00,2025-04-30,Active
7986,23C2066979,40,Senso Sensitive Brush 2+1 Pack,120.00,2023-07-01,00:00:00,2028-06-30,Active
7987,BGG230805,25,Senso Freshgel Paste 75g,130.00,2023-09-01,00:00:00,2025-08-31,Active
7988,H23041,118,IODEX BALM 1X4G BOTTLE,15.00,2023-02-01,00:00:00,2024-07-31,Active
7989,S23L367,29,Eno Lemon Sixer Pack 6X5g,60.00,2023-06-01,00:00:00,2025-05-31,Active
7990,23E3508895,92,Senso Brush 5+1 Free Hanger,325.00,2023-12-01,00:00:00,2028-11-30,Active
7991,H23337,63,Iodex Balm 40g,170.00,2023-12-01,00:00:00,2025-11-30,Active
7992,22A1771639,92,Senso Brush 5+1 Free Hanger,275.00,2022-06-01,00:00:00,2027-05-31,Active
7993,23K1986286,93,Senso Eco Brush 10 + 2 Brush Free Hanger,350.00,2023-06-01,00:00:00,2026-05-31,Active
7994,BM220619,22,Senso Freshmint Paste 75g,120.00,2022-06-01,00:00:00,2024-05-31,Active
7995,22A3081904,40,Senso Sensitive Brush 2+1 Pack,120.00,2022-11-01,00:00:00,2027-10-31,Active
7996,22A3643444,40,Senso Sensitive Brush 2+1 Pack,120.00,2022-12-01,00:00:00,2027-11-30,Active
7997,BSR23039,19,Senso Rapid Relief Paste 80g,180.00,2023-05-01,00:00:00,2025-04-30,Active
7998,BSR23031,86,Senso Rapid Relief paste 40 gm,100.00,2023-04-01,00:00:00,2025-03-31,Active
7999,S23E104,75,ENO POWDER Orange 1X5G SACHET,10.00,2023-04-01,00:00:00,2025-03-31,Active
8000,TCT23098,137,Centrum OstoCalcium Total  30s,250.00,2023-05-01,00:00:00,2024-10-31,Active
8001,BGP230002,110,SENSO DAILY PROTECTION PASTE 1X20G,35.00,2023-01-01,00:00:00,2024-12-31,Active
8002,BGP230005,110,SENSO DAILY PROTECTION PASTE 1X20G,35.00,2023-02-01,00:00:00,2025-01-31,Active
8003,S23C020,76,ENO Cola 1X5G SACHET,9.00,2023-02-01,00:00:00,2025-01-31,Active
8004,23A1673787,39,Senso. Sensitive Brush 1pc,60.00,2023-06-01,00:00:00,2028-05-31,Active
8005,22A3581356,40,Senso Sensitive Brush 2+1 Pack,120.00,2022-12-01,00:00:00,2027-11-30,Active
8006,22A3622427,41,Senso Sensitive Brush 4pc Pack,155.00,2022-12-01,00:00:00,2027-11-30,Active
8007,22A2902768,39,Senso. Sensitive Brush 1pc,55.00,2022-10-01,00:00:00,2027-09-30,Active
8008,BD220024,46,Senso Deep Clean Paste 70g,130.00,2022-04-01,00:00:00,2025-03-31,Active
8009,S220996,73,ENO POWDER LEMON 1X5G SACHET,9.00,2022-11-01,00:00:00,2024-10-31,Active
8010,BGG230137,89,SENSODYNE 40G FRESHGEL,80.00,2023-02-01,00:00:00,2025-01-31,Active
8011,221790,90,Senso Brush 6pc Hanger,55.00,2022-06-01,00:00:00,2027-05-31,Active
8012,22A2923779,90,Senso Brush 6pc Hanger,55.00,2022-10-01,00:00:00,2027-09-30,Active
8013,23E0876311,92,Senso Brush 5+1 Free Hanger,300.00,2023-03-01,00:00:00,2028-02-29,Active
8014,BGP220031,110,SENSO DAILY PROTECTION PASTE 1X20G,25.00,2022-09-01,00:00:00,2024-08-31,Active
8015,BGP230009,110,SENSO DAILY PROTECTION PASTE 1X20G,35.00,2023-03-01,00:00:00,2025-02-28,Active
8016,BGP230010,110,SENSO DAILY PROTECTION PASTE 1X20G,35.00,2023-03-01,00:00:00,2025-02-28,Active
8017,BGM220827,24,Senso Freshmint Paste 150g,210.00,2022-10-01,00:00:00,2024-09-30,Active
8018,BGM220898,24,Senso Freshmint Paste 150g,220.00,2022-11-01,00:00:00,2024-10-31,Active
8019,BGG220575,26,Senso Freshgel Paste 150g,210.00,2022-07-01,00:00:00,2024-06-30,Active
8020,BGF220018,13,Parodontax Daily Fluoride Paste 75g,115.00,2022-08-01,00:00:00,2024-07-31,Active
8021,BGE230025,14,Senso Repair & Protect Paste 100g,235.00,2023-01-01,00:00:00,2024-12-31,Active
8022,BGE230066,14,Senso Repair & Protect Paste 100g,235.00,2023-02-01,00:00:00,2025-01-31,Active
8023,22A1753637,39,Senso. Sensitive Brush 1pc,55.00,2022-06-01,00:00:00,2027-05-31,Active
8024,22A2563417,39,Senso. Sensitive Brush 1pc,55.00,2022-09-01,00:00:00,2027-08-31,Active
8025,22A2872734,39,Senso. Sensitive Brush 1pc,55.00,2022-10-01,00:00:00,2027-09-30,Active
8026,222430,40,Senso Sensitive Brush 2+1 Pack,110.00,2022-08-01,00:00:00,2027-07-31,Active
8027,22A2742625,40,Senso Sensitive Brush 2+1 Pack,110.00,2022-10-01,00:00:00,2027-09-30,Active
8028,BW220017,45,Senso Whitening Paste 70g,135.00,2022-05-01,00:00:00,2025-04-30,Active
8029,BD210043,46,Senso Deep Clean Paste 70g,125.00,2021-08-01,00:00:00,2024-07-31,Active
8030,BD210053,46,Senso Deep Clean Paste 70g,130.00,2021-10-01,00:00:00,2024-09-30,Active
8031,H23108,62,Iodex Balm 16g,84.00,2023-05-01,00:00:00,2025-04-30,Active
8032,H23086,66,Iodex Balm 8gm,42.00,2023-03-01,00:00:00,2025-02-28,Active
8033,S220867,73,ENO POWDER LEMON 1X5G SACHET,9.00,2022-09-01,00:00:00,2024-08-31,Active
8034,S220942,73,ENO POWDER LEMON 1X5G SACHET,9.00,2022-10-01,00:00:00,2024-09-30,Active
8035,S22E244,75,ENO POWDER Orange 1X5G SACHET,9.00,2022-10-01,00:00:00,2024-09-30,Active
